dt,pos_x,pos_y,pos_z,roll,pitch,yaw,tar_x,tar_y,tar_z,tar_yaw,err_x,err_y,err_z,overall_error
0.02,0.0,0.0,0.9759,0.0,-0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0241,3.0081
0.02,0.0,0.0,0.9445,-0.00735,0.00735,-8e-05,2.0,2.0,2.0,0.0,2.0,2.0,1.0555,3.0189
0.02,0.0007,0.0007,0.9376,-0.01356,0.01358,0.00103,2.0,2.0,2.0,0.0,1.9993,1.9993,1.0624,3.0205
0.02,0.0024,0.0024,0.9522,-0.01976,0.01975,-0.00012,2.0,2.0,2.0,0.0,1.9976,1.9976,1.0478,3.013
0.02,0.0058,0.0058,0.9825,-0.02635,0.02635,0.00028,2.0,2.0,2.0,0.0,1.9942,1.9942,1.0175,2.9982
0.02,0.0111,0.0111,1.0235,-0.0327,0.03268,-0.00024,2.0,2.0,2.0,0.0,1.9889,1.9889,0.9765,2.9774
0.02,0.0187,0.0187,1.0717,-0.03867,0.03865,-0.00025,2.0,2.0,2.0,0.0,1.9813,1.9813,0.9283,2.9517
0.02,0.0288,0.0289,1.1248,-0.04451,0.04447,-0.00057,2.0,2.0,2.0,0.0,1.9712,1.9711,0.8752,2.9218
0.02,0.0418,0.0419,1.1812,-0.05023,0.05019,-0.00069,2.0,2.0,2.0,0.0,1.9582,1.9581,0.8188,2.8878
0.02,0.0579,0.058,1.2397,-0.0558,0.05573,-0.00095,2.0,2.0,2.0,0.0,1.9421,1.942,0.7603,2.8498
0.02,0.0773,0.0774,1.2996,-0.05974,0.05972,-0.00103,2.0,2.0,2.0,0.0,1.9227,1.9226,0.7004,2.8078
0.02,0.1002,0.1003,1.3605,-0.06318,0.06318,-0.00116,2.0,2.0,2.0,0.0,1.8998,1.8997,0.6395,2.7617
0.02,0.1267,0.1268,1.4219,-0.06585,0.06584,-0.0012,2.0,2.0,2.0,0.0,1.8733,1.8732,0.5781,2.7115
0.02,0.1568,0.1569,1.4838,-0.06793,0.06794,-0.00124,2.0,2.0,2.0,0.0,1.8432,1.8431,0.5162,2.6573
0.02,0.1902,0.1903,1.5431,-0.06779,0.06787,-0.00062,2.0,2.0,2.0,0.0,1.8098,1.8097,0.4569,2.5998
0.02,0.2267,0.2268,1.5968,-0.06825,0.06837,-0.00032,2.0,2.0,2.0,0.0,1.7733,1.7732,0.4032,2.54
0.02,0.2662,0.2663,1.6441,-0.07034,0.07053,0.00031,2.0,2.0,2.0,0.0,1.7338,1.7337,0.3559,2.4776
0.02,0.3087,0.3088,1.6858,-0.07154,0.07194,0.00037,2.0,2.0,2.0,0.0,1.6913,1.6912,0.3142,2.4123
0.02,0.3542,0.3543,1.7224,-0.07194,0.07226,0.00105,2.0,2.0,2.0,0.0,1.6458,1.6457,0.2776,2.3439
0.02,0.4027,0.4028,1.7547,-0.07213,0.07245,0.00069,2.0,2.0,2.0,0.0,1.5973,1.5972,0.2453,2.2722
0.02,0.454,0.4541,1.7834,-0.07212,0.07243,0.001,2.0,2.0,2.0,0.0,1.546,1.5459,0.2166,2.197
0.02,0.5082,0.5082,1.8088,-0.07167,0.07196,0.00081,2.0,2.0,2.0,0.0,1.4918,1.4918,0.1912,2.1184
0.02,0.565,0.565,1.8312,-0.07104,0.07113,0.00082,2.0,2.0,2.0,0.0,1.435,1.435,0.1688,2.0364
0.02,0.6242,0.6242,1.8511,-0.05954,0.05983,0.00139,2.0,2.0,2.0,0.0,1.3758,1.3758,0.1489,1.9514
0.02,0.685,0.685,1.8685,-0.05192,0.05222,0.00112,2.0,2.0,2.0,0.0,1.315,1.315,0.1315,1.8643
0.02,0.747,0.747,1.8837,-0.046,0.04623,0.00121,2.0,2.0,2.0,0.0,1.253,1.253,0.1163,1.7758
0.02,0.8097,0.8097,1.8972,-0.03903,0.03922,0.00113,2.0,2.0,2.0,0.0,1.1903,1.1903,0.1028,1.6865
0.02,0.8725,0.8725,1.9092,-0.03183,0.03203,0.00113,2.0,2.0,2.0,0.0,1.1275,1.1275,0.0908,1.5971
0.02,0.9351,0.9351,1.9198,-0.02521,0.02539,0.00102,2.0,2.0,2.0,0.0,1.0649,1.0649,0.0802,1.5081
0.02,0.997,0.9969,1.9292,-0.01883,0.01899,0.00094,2.0,2.0,2.0,0.0,1.003,1.0031,0.0708,1.4203
0.02,1.0578,1.0577,1.9376,-0.01247,0.01262,0.00081,2.0,2.0,2.0,0.0,0.9422,0.9423,0.0624,1.334
0.02,1.1171,1.1169,1.9451,-0.00624,0.00637,0.00069,2.0,2.0,2.0,0.0,0.8829,0.8831,0.0549,1.25
0.02,1.1746,1.1744,1.9517,-0.00018,0.0003,0.00054,2.0,2.0,2.0,0.0,0.8254,0.8256,0.0483,1.1685
0.02,1.2299,1.2296,1.9576,0.00575,-0.00563,0.0004,2.0,2.0,2.0,0.0,0.7701,0.7704,0.0424,1.0901
0.02,1.2828,1.2825,1.9628,0.01157,-0.01145,0.00024,2.0,2.0,2.0,0.0,0.7172,0.7175,0.0372,1.0152
0.02,1.3329,1.3326,1.9673,0.01752,-0.01741,-3e-05,2.0,2.0,2.0,0.0,0.6671,0.6674,0.0327,0.9442
0.02,1.3801,1.3797,1.9713,0.02281,-0.0227,-0.00023,2.0,2.0,2.0,0.0,0.6199,0.6203,0.0287,0.8774
0.02,1.4241,1.4235,1.9747,0.02806,-0.02794,-0.00046,2.0,2.0,2.0,0.0,0.5759,0.5765,0.0253,0.8153
0.02,1.4646,1.464,1.9776,0.0272,-0.02832,-0.00051,2.0,2.0,2.0,0.0,0.5354,0.536,0.0224,0.7579
0.02,1.5019,1.5011,1.9799,0.0274,-0.01869,4e-05,2.0,2.0,2.0,0.0,0.4981,0.4989,0.0201,0.7053
0.02,1.5365,1.535,1.9815,0.02223,-0.01003,-4e-05,2.0,2.0,2.0,0.0,0.4635,0.465,0.0185,0.6568
0.02,1.569,1.5663,1.9825,0.01235,-0.01718,-0.00035,2.0,2.0,2.0,0.0,0.431,0.4337,0.0175,0.6117
0.02,1.5993,1.5955,1.9833,0.00794,-0.02019,-0.00014,2.0,2.0,2.0,0.0,0.4007,0.4045,0.0167,0.5696
0.02,1.6272,1.623,1.9839,0.01301,-0.01741,-0.00037,2.0,2.0,2.0,0.0,0.3728,0.377,0.0161,0.5304
0.02,1.6529,1.6488,1.9846,0.01405,-0.0169,-0.00022,2.0,2.0,2.0,0.0,0.3471,0.3512,0.0154,0.494
0.02,1.6766,1.6728,1.9852,0.01589,-0.01136,-0.00048,2.0,2.0,2.0,0.0,0.3234,0.3272,0.0148,0.4603
0.02,1.6988,1.6949,1.9857,0.01238,-0.00882,-0.00021,2.0,2.0,2.0,0.0,0.3012,0.3051,0.0143,0.4289
0.02,1.7196,1.7153,1.9863,0.01368,-0.00969,-0.00029,2.0,2.0,2.0,0.0,0.2804,0.2847,0.0137,0.3998
0.02,1.7388,1.734,1.9868,0.01317,-0.01526,-0.00067,2.0,2.0,2.0,0.0,0.2612,0.266,0.0132,0.373
0.02,1.7565,1.7513,1.9871,0.00769,-0.01513,-0.00041,2.0,2.0,2.0,0.0,0.2435,0.2487,0.0129,0.3483
0.02,1.7727,1.7674,1.9873,0.00569,-0.0079,-0.00064,2.0,2.0,2.0,0.0,0.2273,0.2326,0.0127,0.3255
0.02,1.7876,1.7825,1.9874,0.00681,-0.00719,-0.00075,2.0,2.0,2.0,0.0,0.2124,0.2175,0.0126,0.3043
0.02,1.8014,1.7966,1.9871,0.0091,-0.00494,-0.00013,2.0,2.0,2.0,0.0,0.1986,0.2034,0.0129,0.2845
0.02,1.8144,1.8096,1.9872,0.01066,-0.00451,-0.00035,2.0,2.0,2.0,0.0,0.1856,0.1904,0.0128,0.2662
0.02,1.8266,1.8214,1.9875,0.0081,-0.00852,-0.00031,2.0,2.0,2.0,0.0,0.1734,0.1786,0.0125,0.2492
0.02,1.838,1.8323,1.988,0.00269,-0.0064,-0.00029,2.0,2.0,2.0,0.0,0.162,0.1677,0.012,0.2335
0.02,1.8485,1.8426,1.9884,0.00111,-0.0066,-0.00024,2.0,2.0,2.0,0.0,0.1515,0.1574,0.0116,0.2187
0.02,1.8581,1.8523,1.9886,0.00803,-0.01111,-0.00068,2.0,2.0,2.0,0.0,0.1419,0.1477,0.0114,0.2052
0.02,1.8667,1.8611,1.9881,0.00744,-0.00857,-8e-05,2.0,2.0,2.0,0.0,0.1333,0.1389,0.0119,0.1929
0.02,1.8746,1.8693,1.9875,0.00315,0.00046,-0.00051,2.0,2.0,2.0,0.0,0.1254,0.1307,0.0125,0.1815
0.02,1.8821,1.8769,1.987,0.00246,-0.00057,-0.00052,2.0,2.0,2.0,0.0,0.1179,0.1231,0.013,0.171
0.02,1.8892,1.8839,1.9867,0.00461,-0.00133,-0.00013,2.0,2.0,2.0,0.0,0.1108,0.1161,0.0133,0.161
0.02,1.896,1.8904,1.9866,0.00396,-0.00228,-0.00049,2.0,2.0,2.0,0.0,0.104,0.1096,0.0134,0.1517
0.02,1.9023,1.8965,1.9863,0.00204,-0.00606,-0.00073,2.0,2.0,2.0,0.0,0.0977,0.1035,0.0137,0.143
0.02,1.9081,1.9023,1.9862,0.00058,-0.00499,-0.00025,2.0,2.0,2.0,0.0,0.0919,0.0977,0.0138,0.1348
0.02,1.9134,1.9078,1.9865,0.0016,-0.00148,-0.00028,2.0,2.0,2.0,0.0,0.0866,0.0922,0.0135,0.1272
0.02,1.9184,1.913,1.9871,0.00518,-0.00304,-0.00027,2.0,2.0,2.0,0.0,0.0816,0.087,0.0129,0.12
0.02,1.923,1.9176,1.9877,0.00537,-0.00348,-0.00021,2.0,2.0,2.0,0.0,0.077,0.0824,0.0123,0.1134
0.02,1.9272,1.922,1.9883,0.00141,-0.00338,-0.00035,2.0,2.0,2.0,0.0,0.0728,0.078,0.0117,0.1074
0.02,1.931,1.926,1.989,-0.00039,-0.00269,-0.00025,2.0,2.0,2.0,0.0,0.069,0.074,0.011,0.1018
0.02,1.9345,1.9298,1.9894,0.0021,-0.00271,-0.00056,2.0,2.0,2.0,0.0,0.0655,0.0702,0.0106,0.0966
0.02,1.9376,1.9333,1.9895,0.00293,-0.00177,-0.00023,2.0,2.0,2.0,0.0,0.0624,0.0667,0.0105,0.0919
0.02,1.9406,1.9365,1.9894,0.00033,0.00076,-0.00061,2.0,2.0,2.0,0.0,0.0594,0.0635,0.0106,0.0876
0.02,1.9434,1.9395,1.9892,0.00224,-0.00142,-0.00047,2.0,2.0,2.0,0.0,0.0566,0.0605,0.0108,0.0835
0.02,1.9459,1.9422,1.9892,0.00372,-0.00374,-0.00022,2.0,2.0,2.0,0.0,0.0541,0.0578,0.0108,0.0799
0.02,1.9482,1.9446,1.9894,0.00025,-0.00288,-0.00041,2.0,2.0,2.0,0.0,0.0518,0.0554,0.0106,0.0765
0.02,1.9503,1.947,1.9898,-0.00228,-0.00054,-0.00015,2.0,2.0,2.0,0.0,0.0497,0.053,0.0102,0.0734
0.02,1.9522,1.9492,1.9899,0.00136,-0.00113,-0.00036,2.0,2.0,2.0,0.0,0.0478,0.0508,0.0101,0.0705
0.02,1.9539,1.9512,1.9901,0.00312,-0.00148,-2e-05,2.0,2.0,2.0,0.0,0.0461,0.0488,0.0099,0.0678
0.02,1.9556,1.953,1.9904,0.00239,0.00141,-0.00023,2.0,2.0,2.0,0.0,0.0444,0.047,0.0096,0.0654
0.02,1.9572,1.9546,1.9906,0.00129,0.00094,-0.00031,2.0,2.0,2.0,0.0,0.0428,0.0454,0.0094,0.0631
0.02,1.9587,1.9561,1.9907,-0.00014,-0.00015,-2e-05,2.0,2.0,2.0,0.0,0.0413,0.0439,0.0093,0.061
0.02,1.9602,1.9575,1.9909,-0.0022,0.00027,-1e-05,2.0,2.0,2.0,0.0,0.0398,0.0425,0.0091,0.0589
0.02,1.9617,1.959,1.9913,-0.00169,0.00082,-0.00012,2.0,2.0,2.0,0.0,0.0383,0.041,0.0087,0.0568
0.02,1.9631,1.9604,1.9918,0.00077,0.00103,-6e-05,2.0,2.0,2.0,0.0,0.0369,0.0396,0.0082,0.0547
0.02,1.9645,1.9618,1.9923,0.00196,-0.00016,6e-05,2.0,2.0,2.0,0.0,0.0355,0.0382,0.0077,0.0527
0.02,1.9659,1.9631,1.9925,0.0011,-0.00089,6e-05,2.0,2.0,2.0,0.0,0.0341,0.0369,0.0075,0.0508
0.02,1.9671,1.9644,1.9927,0.00019,-0.00139,0.00012,2.0,2.0,2.0,0.0,0.0329,0.0356,0.0073,0.049
0.02,1.9684,1.9656,1.9928,0.001,-0.00055,0.00016,2.0,2.0,2.0,0.0,0.0316,0.0344,0.0072,0.0473
0.02,1.9695,1.9667,1.9931,-0.0004,-0.00058,0.00037,2.0,2.0,2.0,0.0,0.0305,0.0333,0.0069,0.0457
0.02,1.9706,1.9678,1.9933,-6e-05,0.00023,0.00011,2.0,2.0,2.0,0.0,0.0294,0.0322,0.0067,0.0441
0.02,1.9716,1.9689,1.9931,0.00034,0.0009,0.00067,2.0,2.0,2.0,0.0,0.0284,0.0311,0.0069,0.0427
0.02,1.9727,1.9699,1.9928,0.00163,0.0004,0.00027,2.0,2.0,2.0,0.0,0.0273,0.0301,0.0072,0.0413
0.02,1.9737,1.9708,1.9927,0.0009,-0.0013,0.0006,2.0,2.0,2.0,0.0,0.0263,0.0292,0.0073,0.04
0.02,1.9746,1.9717,1.9929,-0.00132,-0.00031,0.00045,2.0,2.0,2.0,0.0,0.0254,0.0283,0.0071,0.0387
0.02,1.9755,1.9726,1.9927,-0.00108,0.00102,-0.00014,2.0,2.0,2.0,0.0,0.0245,0.0274,0.0073,0.0375
0.02,1.9763,1.9735,1.9923,-0.0006,-0.0004,0.00039,2.0,2.0,2.0,0.0,0.0237,0.0265,0.0077,0.0364
0.02,1.9771,1.9743,1.992,0.00049,-0.00093,0.0001,2.0,2.0,2.0,0.0,0.0229,0.0257,0.008,0.0353
0.02,1.9779,1.9752,1.9921,0.00123,-0.00054,0.00035,2.0,2.0,2.0,0.0,0.0221,0.0248,0.0079,0.0342
0.02,1.9786,1.9759,1.9923,0.00048,-0.00132,0.0002,2.0,2.0,2.0,0.0,0.0214,0.0241,0.0077,0.0331
0.02,1.9793,1.9766,1.9922,0.00026,-0.00045,-2e-05,2.0,2.0,2.0,0.0,0.0207,0.0234,0.0078,0.0322
0.02,1.9799,1.9773,1.9924,-0.0003,-0.00054,0.00044,2.0,2.0,2.0,0.0,0.0201,0.0227,0.0076,0.0312
0.02,1.9805,1.978,1.9921,0.00092,-0.0002,-0.00039,2.0,2.0,2.0,0.0,0.0195,0.022,0.0079,0.0305
0.02,1.9809,1.9787,1.9917,1e-05,0.00047,0.00021,2.0,2.0,2.0,0.0,0.0191,0.0213,0.0083,0.0298
0.02,1.9814,1.9793,1.9916,-0.00111,0.00095,0.00016,2.0,2.0,2.0,0.0,0.0186,0.0207,0.0084,0.029
0.02,1.9819,1.9799,1.9919,0.00123,-0.00013,0.00017,2.0,2.0,2.0,0.0,0.0181,0.0201,0.0081,0.0282
0.02,1.9824,1.9804,1.992,0.00055,-0.00096,-8e-05,2.0,2.0,2.0,0.0,0.0176,0.0196,0.008,0.0275
0.02,1.9828,1.9809,1.9921,-0.00148,-0.00191,1e-05,2.0,2.0,2.0,0.0,0.0172,0.0191,0.0079,0.0269
0.02,1.9831,1.9814,1.9921,-0.00029,-0.00214,-0.00012,2.0,2.0,2.0,0.0,0.0169,0.0186,0.0079,0.0264
0.02,1.9833,1.9819,1.9921,0.00063,-0.00058,-6e-05,2.0,2.0,2.0,0.0,0.0167,0.0181,0.0079,0.0259
0.02,1.9834,1.9823,1.9919,-0.00031,0.00237,-0.00018,2.0,2.0,2.0,0.0,0.0166,0.0177,0.0081,0.0255
0.02,1.9837,1.9828,1.992,-0.00147,0.00108,-0.00017,2.0,2.0,2.0,0.0,0.0163,0.0172,0.008,0.0251
0.02,1.9839,1.9833,1.9922,-0.00102,-0.00012,-0.00022,2.0,2.0,2.0,0.0,0.0161,0.0167,0.0078,0.0245
0.02,1.9841,1.9838,1.9925,0.00035,-0.00036,-0.00015,2.0,2.0,2.0,0.0,0.0159,0.0162,0.0075,0.0239
0.02,1.9844,1.9843,1.9922,0.0008,0.00101,-0.00058,2.0,2.0,2.0,0.0,0.0156,0.0157,0.0078,0.0235
0.02,1.9846,1.9848,1.9921,0.00047,-0.00059,-0.00038,2.0,2.0,2.0,0.0,0.0154,0.0152,0.0079,0.023
0.02,1.9851,1.9851,1.9918,0.00246,0.00419,5e-05,2.0,-2.0,2.0,4.71,0.0149,-3.9851,0.0082,3.9852
0.02,1.9856,1.9852,1.995,0.00892,-0.01192,-0.04854,2.0,-2.0,2.0,4.71,0.0144,-3.9852,0.005,3.9853
0.02,1.9856,1.985,1.9946,0.00407,-0.00266,-0.15271,2.0,-2.0,2.0,4.71,0.0144,-3.985,0.0054,3.985
0.02,1.9853,1.9845,1.9863,0.00212,-0.0024,-0.22816,2.0,-2.0,2.0,4.71,0.0147,-3.9845,0.0137,3.9845
0.02,1.9848,1.9839,1.979,0.0026,-0.00276,-0.31864,2.0,-2.0,2.0,4.71,0.0152,-3.9839,0.021,3.984
0.02,1.984,1.9832,1.9745,0.00298,-0.00263,-0.40117,2.0,-2.0,2.0,4.71,0.016,-3.9832,0.0255,3.9833
0.02,1.9831,1.9824,1.9722,0.00216,-0.00145,-0.48697,2.0,-2.0,2.0,4.71,0.0169,-3.9824,0.0278,3.9825
0.02,1.9821,1.9816,1.9717,0.0015,-0.00072,-0.57119,2.0,-2.0,2.0,4.71,0.0179,-3.9816,0.0283,3.9817
0.02,1.981,1.9807,1.9725,0.0013,-0.00051,-0.65225,2.0,-2.0,2.0,4.71,0.019,-3.9807,0.0275,3.9808
0.02,1.9798,1.9798,1.9739,0.00104,-0.00028,-0.72595,2.0,-2.0,2.0,4.71,0.0202,-3.9798,0.0261,3.98
0.02,1.9786,1.9789,1.9756,0.00068,3e-05,-0.79386,2.0,-2.0,2.0,4.71,0.0214,-3.9789,0.0244,3.9791
0.02,1.9775,1.978,1.9775,0.00035,0.00027,-0.85636,2.0,-2.0,2.0,4.71,0.0225,-3.978,0.0225,3.9782
0.02,1.9763,1.9772,1.9795,8e-05,0.0004,-0.91388,2.0,-2.0,2.0,4.71,0.0237,-3.9772,0.0205,3.9773
0.02,1.9753,1.9763,1.9814,-0.00017,0.00049,-0.96678,2.0,-2.0,2.0,4.71,0.0247,-3.9763,0.0186,3.9764
0.02,1.9742,1.9754,1.9833,-0.0004,0.00057,-1.01548,2.0,-2.0,2.0,4.71,0.0258,-3.9754,0.0167,3.9755
0.02,1.9733,1.9745,1.985,-0.0006,0.00062,-1.06028,2.0,-2.0,2.0,4.71,0.0267,-3.9745,0.015,3.9747
0.02,1.9725,1.9737,1.9866,-0.00077,0.00063,-1.10152,2.0,-2.0,2.0,4.71,0.0275,-3.9737,0.0134,3.9738
0.02,1.9717,1.9729,1.9881,-0.00091,0.00063,-1.13946,2.0,-2.0,2.0,4.71,0.0283,-3.9729,0.0119,3.973
0.02,1.9711,1.9721,1.9894,-0.00102,0.00062,-1.17439,2.0,-2.0,2.0,4.71,0.0289,-3.9721,0.0106,3.9722
0.02,1.9705,1.9713,1.9906,-0.00111,0.0006,-1.20653,2.0,-2.0,2.0,4.71,0.0295,-3.9713,0.0094,3.9714
0.02,1.9701,1.9705,1.9917,-0.00118,0.00057,-1.23612,2.0,-2.0,2.0,4.71,0.0299,-3.9705,0.0083,3.9706
0.02,1.9697,1.9697,1.9926,-0.00123,0.00053,-1.26335,2.0,-2.0,2.0,4.71,0.0303,-3.9697,0.0074,3.9698
0.02,1.9695,1.969,1.9935,-0.00125,0.00048,-1.28841,2.0,-2.0,2.0,4.71,0.0305,-3.969,0.0065,3.9691
0.02,1.9693,1.9682,1.9943,-0.00126,0.00044,-1.31149,2.0,-2.0,2.0,4.71,0.0307,-3.9682,0.0057,3.9684
0.02,1.9693,1.9675,1.995,-0.00126,0.00039,-1.33272,2.0,-2.0,2.0,4.71,0.0307,-3.9675,0.005,3.9676
0.02,1.9692,1.9666,1.9955,0.00948,0.01173,-1.3521,2.0,-2.0,2.0,4.71,0.0308,-3.9666,0.0045,3.9668
0.02,1.9689,1.965,1.9957,-0.00318,0.02188,-1.37023,2.0,-2.0,2.0,4.71,0.0311,-3.965,0.0043,3.9651
0.02,1.969,1.962,1.9953,-0.01024,0.02568,-1.38711,2.0,-2.0,2.0,4.71,0.031,-3.962,0.0047,3.9622
0.02,1.97,1.9577,1.9951,-0.01459,0.03041,-1.40223,2.0,-2.0,2.0,4.71,0.03,-3.9577,0.0049,3.9578
0.02,1.9723,1.9516,1.9951,-0.02199,0.03682,-1.41647,2.0,-2.0,2.0,4.71,0.0277,-3.9516,0.0049,3.9517
0.02,1.9764,1.9434,1.9953,-0.02977,0.04253,-1.42946,2.0,-2.0,2.0,4.71,0.0236,-3.9434,0.0047,3.9435
0.02,1.9827,1.9331,1.9955,-0.03634,0.04747,-1.44151,2.0,-2.0,2.0,4.71,0.0173,-3.9331,0.0045,3.9331
0.02,1.9913,1.9202,1.9956,-0.02053,0.05248,-1.45257,2.0,-2.0,2.0,4.71,0.0087,-3.9202,0.0044,3.9202
0.02,2.0015,1.9045,1.9955,-0.01379,0.05777,-1.46268,2.0,-2.0,2.0,4.71,-0.0015,-3.9045,0.0045,3.9045
0.02,2.0128,1.8855,1.9956,-0.01007,0.06249,-1.47199,2.0,-2.0,2.0,4.71,-0.0128,-3.8855,0.0044,3.8855
0.02,2.0247,1.8632,1.9957,-0.00359,0.06528,-1.48051,2.0,-2.0,2.0,4.71,-0.0247,-3.8632,0.0043,3.8633
0.02,2.0368,1.8373,1.9958,0.00339,0.06779,-1.48836,2.0,-2.0,2.0,4.71,-0.0368,-3.8373,0.0042,3.8375
0.02,2.0486,1.8078,1.9961,0.00926,0.07,-1.49558,2.0,-2.0,2.0,4.71,-0.0486,-3.8078,0.0039,3.8081
0.02,2.0598,1.7746,1.9963,0.01485,0.07166,-1.50223,2.0,-2.0,2.0,4.71,-0.0598,-3.7746,0.0037,3.775
0.02,2.0699,1.7377,1.9962,0.0212,0.07282,-1.5084,2.0,-2.0,2.0,4.71,-0.0699,-3.7377,0.0038,3.7384
0.02,2.0786,1.6973,1.9958,0.0214,0.07355,-1.51404,2.0,-2.0,2.0,4.71,-0.0786,-3.6973,0.0042,3.6981
0.02,2.086,1.6533,1.9952,0.02155,0.07389,-1.51926,2.0,-2.0,2.0,4.71,-0.086,-3.6533,0.0048,3.6544
0.02,2.092,1.606,1.9945,0.01622,0.07381,-1.52407,2.0,-2.0,2.0,4.71,-0.092,-3.606,0.0055,3.6072
0.02,2.0968,1.5554,1.9938,0.01114,0.07334,-1.5285,2.0,-2.0,2.0,4.71,-0.0968,-3.5554,0.0062,3.5567
0.02,2.1009,1.5017,1.9932,0.00929,0.07254,-1.53258,2.0,-2.0,2.0,4.71,-0.1009,-3.5017,0.0068,3.5031
0.02,2.1043,1.445,1.9926,0.00931,0.07148,-1.53634,2.0,-2.0,2.0,4.71,-0.1043,-3.445,0.0074,3.4466
0.02,2.107,1.3857,1.992,0.0103,0.07018,-1.5398,2.0,-2.0,2.0,4.71,-0.107,-3.3857,0.008,3.3874
0.02,2.1091,1.3238,1.9916,0.012,0.06868,-1.54299,2.0,-2.0,2.0,4.71,-0.1091,-3.3238,0.0084,3.3256
0.02,2.1106,1.2596,1.9911,0.01155,0.06704,-1.54593,2.0,-2.0,2.0,4.71,-0.1106,-3.2596,0.0089,3.2615
0.02,2.1114,1.1932,1.9908,0.0101,0.06525,-1.54864,2.0,-2.0,2.0,4.71,-0.1114,-3.1932,0.0092,3.1952
0.02,2.1117,1.125,1.9905,0.00893,0.06334,-1.55113,2.0,-2.0,2.0,4.71,-0.1117,-3.125,0.0095,3.127
0.02,2.1114,1.055,1.9902,0.00658,0.06135,-1.55342,2.0,-2.0,2.0,4.71,-0.1114,-3.055,0.0098,3.057
0.02,2.1108,0.9835,1.99,0.00678,0.0593,-1.55553,2.0,-2.0,2.0,4.71,-0.1108,-2.9835,0.01,2.9856
0.02,2.1098,0.9107,1.9899,0.00519,0.05724,-1.55748,2.0,-2.0,2.0,4.71,-0.1098,-2.9107,0.0101,2.9128
0.02,2.1085,0.8368,1.9898,0.00572,0.05516,-1.55927,2.0,-2.0,2.0,4.71,-0.1085,-2.8368,0.0102,2.8389
0.02,2.107,0.762,1.9897,0.00471,0.0531,-1.56092,2.0,-2.0,2.0,4.71,-0.107,-2.762,0.0103,2.7641
0.02,2.1052,0.6864,1.9897,0.00532,0.05107,-1.56244,2.0,-2.0,2.0,4.71,-0.1052,-2.6864,0.0103,2.6885
0.02,2.1032,0.6103,1.9896,0.00375,0.04909,-1.56384,2.0,-2.0,2.0,4.71,-0.1032,-2.6103,0.0104,2.6123
0.02,2.101,0.5337,1.9896,0.00403,0.04717,-1.56513,2.0,-2.0,2.0,4.71,-0.101,-2.5337,0.0104,2.5357
0.02,2.0986,0.4568,1.9897,0.0026,0.04532,-1.56632,2.0,-2.0,2.0,4.71,-0.0986,-2.4568,0.0103,2.4588
0.02,2.0962,0.3798,1.9897,0.00323,0.04355,-1.56741,2.0,-2.0,2.0,4.71,-0.0962,-2.3798,0.0103,2.3817
0.02,2.0936,0.3027,1.9897,0.00213,0.04187,-1.56842,2.0,-2.0,2.0,4.71,-0.0936,-2.3027,0.0103,2.3047
0.02,2.091,0.2258,1.9898,0.00291,0.04029,-1.56934,2.0,-2.0,2.0,4.71,-0.091,-2.2258,0.0102,2.2277
0.02,2.0884,0.149,1.9898,0.00171,0.03882,-1.5702,2.0,-2.0,2.0,4.71,-0.0884,-2.149,0.0102,2.1509
0.02,2.0857,0.0726,1.9899,0.00234,0.03744,-1.57099,2.0,-2.0,2.0,4.71,-0.0857,-2.0726,0.0101,2.0744
0.02,2.0829,-0.0035,1.9899,0.00108,0.03618,-1.57171,2.0,-2.0,2.0,4.71,-0.0829,-1.9965,0.0101,1.9982
0.02,2.0802,-0.0792,1.99,0.00182,0.03503,-1.57238,2.0,-2.0,2.0,4.71,-0.0802,-1.9208,0.01,1.9225
0.02,2.0775,-0.1544,1.99,0.00072,0.03398,-1.573,2.0,-2.0,2.0,4.71,-0.0775,-1.8456,0.01,1.8473
0.02,2.0747,-0.2289,1.9899,0.00275,0.02532,-1.57381,2.0,-2.0,2.0,4.71,-0.0747,-1.7711,0.0101,1.7727
0.02,2.0721,-0.3024,1.9893,-0.00414,0.01911,-1.57412,2.0,-2.0,2.0,4.71,-0.0721,-1.6976,0.0107,1.6991
0.02,2.0695,-0.3744,1.9888,0.00983,0.01261,-1.57472,2.0,-2.0,2.0,4.71,-0.0695,-1.6256,0.0112,1.6271
0.02,2.0666,-0.4446,1.9881,0.00231,0.00573,-1.57512,2.0,-2.0,2.0,4.71,-0.0666,-1.5554,0.0119,1.5569
0.02,2.0637,-0.5125,1.9875,-0.00181,-0.00067,-1.57551,2.0,-2.0,2.0,4.71,-0.0637,-1.4875,0.0125,1.4889
0.02,2.0609,-0.5779,1.9873,-0.00247,-0.00741,-1.57588,2.0,-2.0,2.0,4.71,-0.0609,-1.4221,0.0127,1.4234
0.02,2.0583,-0.6405,1.9873,-0.0017,-0.01305,-1.5762,2.0,-2.0,2.0,4.71,-0.0583,-1.3595,0.0127,1.3608
0.02,2.056,-0.6999,1.9875,-0.00048,-0.01869,-1.57654,2.0,-2.0,2.0,4.71,-0.056,-1.3001,0.0125,1.3013
0.02,2.0539,-0.756,1.9877,0.00102,-0.01947,-1.57669,2.0,-2.0,2.0,4.71,-0.0539,-1.244,0.0123,1.2452
